content,mid,like
"[哦呼]大雷你这样也用“现做菜中低低劣店”来进行以偏概全就有点没意思了。
尤其是这期视频，还是有一些“预制菜褒义引导”的成份，
相结合，就有点意味深长了。",1279470,49
预制菜和罐头的区别是啥？为啥要被妖魔化？其实就是现在的食品加工技术发达了，以前的肉只能打成肉糜做成午餐肉罐头，现在的食品可以量产熟食炒菜了，为了和以前的罐头区分，被称为预制菜呗？和榨菜、罐头、酱料其实差别不大啊，就是有些预制菜和现炒的菜口感不一样，所以我喜欢吃现炒的菜但我也不排斥预制菜,253884627,182
不不不，大家不是反对预制菜，是反对料理包，反对把料理包当做现做的菜买给自己，价格还一样，自己还不知道用料理包。你们可以嚷嚷自己可以接受料理包，为啥我们就得同意？我不想妥协，我希望能吃到现做的菜。我希望餐饮行业管理卫生越来越好，某些餐饮场所做不到好的卫生，所以我就被迫妥协吃料理包？,20454258,158
"反感预制菜的总体是两种人。
一种是就是反对预制菜的，这里面又包含两类人，一类是天天把“科技和狠活”挂嘴上的小可爱，一类是觉得预制菜工厂有概率会出现“老痰酸菜，足时发酵”的食品安全问题，对很多工厂有信任危机。
第二种就是不反对预制菜，但反对商家不给知情权，用预制菜冒充现做菜，欺骗消费者。这就类似于转基因食物，可以有，但得标注。
不过我想起了很多科幻小说会出现的一个背景设定，那就是未来的人类，只有顶层才配享用新鲜食物，底层只能买各种口味的营养剂。",4592050,14
再见，从此不相见，我知道什么是预制菜，我也知道好是不好，不反对，因为有些地方环境场合需要它，预制菜，但是为了预制菜而预制菜推广，会害了下一代的下一代，管他们呢，把钱赚到手，他们爱吃不吃吃也和我没关系，不吃和我也没关系o(≧v≦)o我是一个祖国的人我不是西方那些家伙饭也不会做，天天吃预制菜，我也吃自热火锅，方便面，罐头番茄鱼，速冻水饺速冻云吞，可是我还可以自己做呀自己和面自己包，但是这些为了钱推广预制菜，多少年以后？就不是我还可以自己做饭了，，而是选择就只有预制菜了罐头，。,43413789,6
千言万语都掩盖不了预制菜的本质，它的口感品质永远是低于新鲜食物做出来的菜。该视频也说了，如果你是有钱人，你就会追求新鲜的食物。预制菜就是专门给这些打工人准备的。以牺牲他们的健康或生活品质，来换取食品行业的发展，资本的扩张。就像工厂一样，用夜班的方式来剥夺工人的时间和健康以换取工厂利润的增加。这个up主就跟电视里的专家一样避实就虚，预制菜的缺点怎么不讲讲？,476685430,14
"个人觉得预制菜的重点是什么？
①到底安全与否？没有行业领头羊和时间累积的信任，安全性很难让大众相信
②商家的不公开不透明，其实现在很多人都知道不管是饭店堂食还是外卖配送，都很大可能是料理包，关键是商家的刻意隐瞒，我们不是不能接受料理餐，而是不能给现做的钱吃着预制的包，这种黑心行为",7536587,15
兄弟们，开个预制菜自助餐有无搞头？进屋各种料理包一应俱全，吃什么自己加热，不浪费就行[思考],145382,2
我不反对预制菜，但人家卖炸鸡的还得在店里过一下油锅呢，你料理包就整个包装往热水一泡。两种操作在家复刻的难度就差远了，就给我一种“我为什么不直接买料理包自己做”的念头。,1299156,6
"说餐饮标准化，干净卫生，当年爆出臭脚酸菜事件的插旗菜业，也是其本省农产品重点龙头企业，资质应该比大部分料理包厂家高吧？怎么样呢？
而这个视频最后提到的新闻里的外卖店，绝大部分，除了脏臭以外，就是油污满满的的柜子中，放着的既不满足冷冻条件，也不满足密封条件的各类预制食品，不信可以去抖音搜搜相关新闻。
因为预制菜，尤其是料理包，天生是外卖的绝配，月销售几千上万的店，根本不可能现做，也来不及打扫卫生。",34625917,5
"看了视频中提到的餐饮标准化这个词，感觉豁然开朗其实我们一直歧视的不是预制菜，而是那些味道差成本低的中餐料理包，究其原因除了视频中提到的知情权和选择权的问题，以及已经可以算是半过时的料理包卫生安全问题，不过最核心的还是味道和价格。刚随便淘宝了一下料理包便宜的三五块钱一包，出去吃料理包，为何不自己家里淘个米，再不济去全家买个便当，也更经济实惠，至于卫生和品质应该也超过料理包餐饮店的平均水平了吧？

至于视频里说的“富人可以选择新鲜的食材，打工人只能期盼吃到一份优质的预制菜”这点不敢苟同，甚至想点举报，各位可以看看自身周围居民区附近的餐饮门店，真正开的久的有5年10年甚至从小吃到大的那些店反而并非预制菜模式，而那些随着电商外卖平台兴起后开的餐饮店连锁店甚至一些外卖作坊，往往就是这种“标准化预制菜”，经历疫情这种餐厅是换了一茬又一茬。
在小区弄堂里也一样可以吃到一份15左右的现炒盖浇饭/面；同样也可以在商业街/商圈30左右吃到一份所谓的“优质预制菜”盖饭/面。
最后关于视频中预制菜或者说是餐饮标准化利谁的问题，个人觉得就像是外卖平台一样，开始肯定是利好消费者，也利好商家，所以外卖平台的迅速市场上普及，但现在既不利好消费者也加重了餐饮从业者的负担。我想预制菜也如是。",16055641,4
有一点我很赞同，就是现在很少门店会后厨弄菜，然后给你现做的，你想要出餐快，就大概率会用到这些预制好的产品，真正后厨现切现做，时间太久，你一个一个菜炒的来，人多时候，很多人早就等的不耐烦走了。现在又不缺餐饮店。,295587114,5
你们知道我在这天天吃的是些什么猪食吗？真的是身在福中不知福，我已经计划下次回国要带一整行李箱预制菜过来了，还有各种中餐罐头,7318252,27
"我不讨厌预制菜，只要有监管，符合国家标准，那我吃着就放心。
但饭店也好，外卖也罢，如果你卖预制菜，我希望你能标明是预制菜，甚至标明你是用的预制菜的品牌，就像你卖啤酒要标明是什么牌子一样。
最不能接受的，就是明明卖预制菜，却当做现做的菜来卖，甚至刻意掩盖使用预制菜的事实，然后还把预制菜卖得很贵。本身是标准化批量生产的菜肴，能为饭店或外卖店节约时间和成本，结果却成了宰客的工具，这种做法实在是无法认可。",397498876,597
不知道为啥最近对预制菜的戾气怎么这么大，我们吃了十几年的速冻水饺不是预制菜？上百年的罐头不是预制菜？,33120383,2
反正我大学是没吃过预制菜，我们食堂都是现炒的，不管是汤面，还是炒面，还是其他各种菜系，只要你想得到的，只要我们学校能做，那都是现做的，不管早餐，午餐，晚餐，还是宵夜，都是刷卡等菜做好，就是现在毕业几年了回去也没变，难道我们上的不是同一种大学吗，全国的大学应该都是一样的吧，真的会有大学吃预制菜吗，我在广东这边是没见过[笑哭],352364022,6
感觉在偷换概念，预制和预腌备料是有区别的，按你预制的说法买菜时叫店主帮忙削皮，杀鱼，和半成品的，面条，米粉，河粉，咸菜，各种调味料等等都是预制菜一列，还有就是炸类的我不喜欢。。。,19415357,14
我说个暴论，预制菜其实有利于消费者，反而有害于餐饮商家，尤其是那些以外卖为主的餐饮店。预制菜发展的过程一定帮随着消费者的知情权确立，也就是说未来一定会有规定说商家如果用预制菜一定要说明用的是预制菜，甚至要告知消费者预制菜的厂商，而预制菜的厂商角逐出来结果，一定是让消费者不再偏好于在商家吃预制菜而是选择直接自己买预制菜。比如你去面馆吃面，面馆给你泡一桶泡面，你去咖啡店喝咖啡，店家给你弄条速溶咖啡冲水给你端上来。这样消费者干嘛不自己买泡面不自己买速溶咖啡啊？消费者对预制菜越了解，依靠预制菜的餐饮商家越难赚到钱。,17811813,10
"我还真卖过预制菜，主要不是为了卖，而是我那个箭馆里的教练们和学生们想吃，老板有钱就随便整了一家小餐厅谁来吃谁吃就行
说真的，好吃，便宜，卫生，健康我不知道，但是肠胃比之前好太多。我只能说这东西看自己，我们那教练们吃了没啥问题，嘎嘎旋",152488786,1
"我的个人理解就是这才是未来！
因为我对社会发展的前景观望就是将来的人要打破剥削，就必然要摆脱吃饭问题，也就是人只要一生下来，就可以不干活也能吃饱饭，那第一件前提无人种植，第二标准化餐饮，第三无人运输，最后每个人每天直接去附近街道办领取一周或数日自热料理包。
完成这件事，人才不会被剥削，因为为了生存被迫接受剥削。如果生存不在是问题，那么劳动将是为了实现价值。这也是我对共产的期盼[奋斗]",6235900,2
为什么还有人不明白预制菜的问题是欺骗消费者，而不是预制菜本身的质量？如果有人让你用两三倍的价格去吃自热火锅自热米饭里面的东西你还能接受？,109441953,17
我觉得大家应该有一个意识，从外卖平台点菜就要做好全是预制菜的准备。未来的中国菜很大概率是宝塔型，一部分小馆子靠着大师傅的手艺和低成本继续坚持现做，物美价廉。另一部分依托线上的大平台为大家提供健康安全实惠的预制菜，口味会差但是会更卫生一些，而且出餐口味稳定。这两部分各占百分之四十。还有一部分就是高端商务餐饮，小老百姓消受不起，除了贵没毛病。,1260917785,20
我不了解预制菜 但我了解同胞[笑哭]便当是个好东西 但现在这个阶段让它野蛮生长 我不放心 起码相关法律和监管制度很严了再说吧,358588909,11
预制菜没问题，但消费者必须有知情权，商家节约了成本，怎么价格不降？那还不如自己去网上买料理包自己做。,146556,3
up还是学食品专业的，就不能专业一点么? 预制菜和料理包是完全不同的两个概念，老百姓反对的是拿加了一堆防腐剂的料理包冒充现做饭菜。,436720524,9
我觉着是这样，预制菜各方面运作效率都比传统餐饮更高甚至更卫生这个事实是所有人都知道的，大部分说预制菜不好的话只是心理上接受不了吧。现代人一天天坐着一样的地铁玩着相似的手机上着差不多的班跟着大差不差的潮流，生活已经和机器人一样了，特别对于东南亚的人们来说，至少在吃的方面想在下班后疲累的时候吃一口人做的热乎饭罢了，说的大一点就是在自己的时间想真正体会一下活着的感觉，现做的饭菜就是很好的载体，至于到底健不健康划不划算都无所谓了，只是一种小小的心理慰藉。,68283935,1
我们消费者有知情权，选择权，你要是预制菜你直说，价格要透明就够了,44953368,117
我不反感预制菜，但是你拿现炒新鲜菜的价格卖给我，那就不行。再说一个个人点的想法，我平常都已经累的跟个牛马一样了，我不想每次吃东西还跟牛马一样只是单纯的说是满足生存所需。我宁愿跑到楼下路边摊这种大致情况我看得见的地方去吃一顿，就是这种烟火气才是我吃东西想要的。凭什么我不是那么有钱，就说吃一份预制菜都算好。[撇嘴],447881904,15
不怕预制菜，主要是怕以后出去吃只能吃到预制菜，毕竟预制菜和现炒的菜味道方面还是有区别的，现在现炒现卖的小餐馆越来越少了，还是想以后出去吃也能吃到现炒现卖实惠的饭。,79391423,7
预制菜和AI绘图的处境有点类似，使用者拼命宣传有多好多好，但都想让消费者用原来手工的费用支付，一赚一个不吱声。,293706759,3
很简单，建议市场监督管理局出台政策，用预制菜的商家所使用的品牌，供货商等信息需要在市场监管局备案，并且公开可查，这样消费者就有了知情权，食品安全的问题也可以溯源，好的供货商也可以借此宣传。,2100162,3
富人吃新鲜蔬菜，穷人吃料理包。说的真好啊，一下子吃料理包成了我的问题，难道问题不应该是为什么我花现做菜的钱只能买到料理包吗？既然压缩了成本，那价格是不是也该降下来了呢？而且说现做菜的后厨脏乱差，不应该商家整改吗？为什么要让消费者让步？,309986849,3
感觉大伙更反感的不是预制菜的安全问题，而是商家拿预制菜冒充现做菜[思考],281109345,6762
虽然现炒的后厨卫生确实不太行，但是你视频里举例的也不能以偏概全啊，你这有点危险哦,73775026,6
"相当一部分人在抵制“预制菜”的时候，其心底反应出来的是对生产环境及饮食卫生监管的担忧，和一部分消费者对知情权的争取，简单来说就是“万一不健康的玩意进到自己的饭碗里怎么办？”或许激进一点的想法“我有什么选择？我能怎么办？”
但是常年被打上“愚昧无知”标签的群众无法准确清晰的表达出需求，只能找到一个宣泄口抒发情绪。我认为这是有必要直视的问题。
但值得思考的是，往往大多数媒体和自媒体宣传“预制菜”的时候，提出的观点不足以直观的解答疑虑，消除群众的担忧，反而在一定程度上与真正的需求相去甚远，对于一些人来说充满了“欲盖弥彰”的味道。
例如本视频的主要观点是“预制菜市场的合理性”，对于常常抵制预制菜的群众来说，无异于又添了一把火。",2062916307,1
预制菜从来不是预制的问题，问题在于把产业化加工的低成本产品按现炒的人工价格给我（你要是说热一热倒碗里的人工费和炒菜的人工费一样那就没得谈了）,102512028,101
"几年之前，肯德基麦当劳的中央厨房被吹上了天，什么稳定、好吃、便捷；现在，预制菜好像成了过街老鼠一般，被群起而攻之。
新闻学的力量",520522788,3
我们的诉求很简单，一个餐厅如果用了预制菜就不要卖成现炒的价格，你就按预制菜价格卖就行,43284756,2
"预制菜最大的问题是，他不用厨子做啊，而我们出去吃饭不就是吃厨子手艺吗？up你说的烤串炸鸡啥的都是提前腌好的那也得厨子自己炸和烤吧，现在这直接整一包东西用水一加热直接倒出来就出餐不是糊弄人呢？
那速冻饺子都多少年历史了，我们自己在家吃一点问题没有，但是你饺子馆用速冻饺子就得被人骂！明明应该和速冻饺子一样是人们平时家里自己使用的方便速食的产品现在却天天出现在餐厅里，就餐饮业也要搞影视圈那套门槛越来越低，成品越来越烂，但就是来钱快成本低的模式是吧。",261610340,2
哎我巴不得能吃上中餐的预制菜诶[微笑],487014267,8
"不知道大家有没有研究过雷布斯家的发布会，基本上手机里拿得出手的地方，都会在发布会上大吹特吹，如果发布会上没提到的地方，可以偷工减料到你眼泪流下来，比如当年会生锈的路由器天线。其实商家用预制菜的逻辑和雷总是一样的。
我们首先想一个问题，你们平时是怎么衡量去的某家店值不值的？
如果是那种三五个同事午餐AA打牙祭的人均不超过50的小店或者连锁店，衡量标准通常都是按照自己预估的菜的成本去评价的，比如一道肉菜看起来自己买菜做都要三四十的，卖59绝对是业界良心。但是如果一家人均过三百的店，你的考虑标准可能就是地段，装修，服务了，一道肉菜三位数只要百位还是1就算性价比高了。但其实，那些开在商业中心的连锁房租成本平摊下来其实也没比中高端餐饮便宜多少，路边小炒店的厨师服务员工资，其实也和大店在同一个数量级，但是这些确实存在的成本，甚至可能占大头的成本，在这些中低端餐饮里，都是明明就有但是顾客看不到的，那就必须被削减，而削减这个成本的最好办法，就是预制菜，能缩小厨房就能降低房租成本，不用大厨就能降低人工成本，这是必然的现象，很多人觉得憋屈的是你花了现炒的钱吃了料理包，但是也许，你花的钱，真的只够吃料理包也说不定呢？",610591911,3
还有更搞笑的，餐馆中间搞个玻璃房，里面几个白帽子在切菜，然后给顾客上预制菜，居然还有几个人来回走动问顾客口味如何，当时我吃了一口就知道是预制菜，成都春熙路上就有这么一家,300090387,3
现在媒体和专家就喜欢偷换概念，当初躺平意思是挣钱够花就行，不再巴结上司不再内卷，后来变成了不工作躺着啃老等死，预制菜也是，预制菜最反感的是用预制菜当现炒菜卖，然后媒体扯营养，预制菜又不是不能吃，营养缺失能缺多少？最后来一句预制菜能吃，那么问题来了，它卖现做菜的价格这个问题就无视了？,29792015,3
但是这些所谓的预制菜根本不好吃啊，是不是先做的能明显吃出来,481895820,3
我不反对预制菜，但是你要拿现炒菜的价格来卖预制菜的话，那我就只能反对预制菜了,96778357,3
"别说是店里了...我在家经常做饭都要经常清洁。
更别提外头的厨房.....想干净成本很高的。",71325,2
既然门店都是水煮料理包。那我还去门店意义何在?等大家对预制菜接受度高了后。大家自己干脆自己买了预制菜回家自己煮不好吗？那时这些预制菜餐馆还怎么生存下去？还有就是我买过几次预制菜，全是炖煮的菜式。很多菜也是上面很多勾芡或者油，感觉整个菜黏糊糊的。能不能研发爆炒类的预制菜?,186439728,111
这期有点引战的意思了。不过我倒是很乐见预制菜市场规范发展。作为一个不会做菜的人，我觉得厨房是个手工业时代的落后场所，让厨房工业化不是弄个智能机器人炒复杂的菜，而是社会化分工和标准化生产~,9387014,11
就觉得挺搞笑的，都推广预制菜了，我们还有必去饭店去吃吗？不从网上直购自己吃？还要给饭店上交3，40的加工费？别看这时候减轻后厨压力和预算，后续影响可能是餐饮行业信誉问题，说不定会有大把饭店倒闭饭，除非有公开窗口供客人观赏做菜流程，可是又有多少饭店敢在客人面前从冰箱拿出冻的不成形的食材？,401632977,29
救命，预制菜都比我做的好吃[微笑],2029150155,3
"其实也不反对预制菜，就和方便面与面条的关系一样，我去店里点份拉面，煮完给浇个汤汁，那卖我十块二十的没问题，要是去店里点个面结果上来一桶方便面还收我十块二十的就很离谱了，

要给消费者知情权，我还是很看好预制菜的，主要是很方便，跑长途的，军队，野外生存旅游的都适合带预制菜，比压缩饼干口味好，批量生产有保障，自己炒菜还避免不了食物中毒呢",472202128,2
我不反对预制菜甚至我也经常买预制菜吃，但是我认为和转基因豆油一样（我也吃转基因豆油）民众应该有知情权和选择权，使用预制菜和半预制菜的饭店，应该明确的在菜单上标出预制菜的字样，而不是拿着被发现了之后拿着预制菜是否安全和划算的借口来当挡箭牌,29076807,2
我其实挺喜欢预制菜，方便快捷。问题是预制菜，你这个价格也没便宜呀。,539869342,123
"我买过一段时间各种料理包，吃下来的感受就是，便宜，但味道失真，比新鲜炒菜损失了很多口感。
料理包意味着用比较低的价格，损失了部分原本风味和口感，而饭店的现炒菜，意味着比自己做菜略高或高很多的价格，换来更好的口感。我个人反对的是花的是炒菜的价格，吃到预制菜的口感，为什么要提到炸鸡店和奶茶店啊[思考]",352620,5
大伙不要被带跑偏了，问题不是预制菜，是你预制菜不能卖我现炒的价格。你压缩了成本，我反而花了更多价钱，这没道理。,1417602,2
劣币逐良币，以后现做的店 要不然向上走高大上越来越贵，要不然下沉打不过廉价的预制菜。干脆都变成卖料理包店算了。个人觉得这种热一热的料理包总有一股吃剩菜的感觉，净菜半成品制作还能接受。,771604,2
"我倒是很好奇大伙心理到底什么样的算预制菜什么不算预制菜。

-罐头开盖即食算不算预制菜
-料理包用水一煮就能吃算不算预制菜
-卤菜买回来直接就能吃算不算预制菜
-炸鸡汉堡这些算不算预制菜
-我从超市买的调料好的牛肉回家配点西蓝花炒算不算预制菜
-我们这过年办菜做鱼丸肉丸，来客人了下锅一煮就是一道菜这算不算预制菜
-自己在家炸鸡腿先腌制了一晚上算不算预制菜

你会发现上面说的这些都存在“预制”，那哪种程度的预制是预制菜，哪种程度的不是预制菜？",11387347,1
"预制菜卖的比别人现做的都贵（外婆家之类的），拿什么抢占的市场?
唯一一点就是出餐快了。
其实就跟卖包子油条一样，只要做的能入口，不难下咽，那生意一般会比卖肠粉的好。
预制菜就是占了方便食品的优势。
故虽然我对预制菜不感冒甚至反感它的口味，但现在预制菜对传统餐饮客源的疯狂掠夺，所谓劣币驱逐良币，也算是大势所趋。",295759343,3
预制菜普及会把实体餐饮推向绝路，年轻人中午吃饭不用在让外卖员送餐，公司统一购买好预制菜不但便宜，而且缩短员工吃饭时间，再加上预制场品种丰富，加热也方便开水泡或者微波炉加热非常快捷，公司投入成本少，小公司也方便操作。预制菜商家不用为了找场地发愁，在全城市小区大面积铺设自动售卖机，这样年轻人回家也不用做饭，买个预制菜包回家加热就能吃，而且非常方便又便宜。实体餐饮可能存在意义就是推出预制菜没有菜品吸引顾客。,311494180,1
我估计是找不到当初那个大雷了,758078,13
我只是想用吃现做菜的价格吃上现做菜,356553184,1311
往上能买到吗？什么牌子啊，不错啊看着。我自己买在家弄很方便啊。,260280993,2463
“富人选择新鲜昂贵的食材，而普通打工人，能够吃上一份优质的预制菜，就已经很宝贵了”不知道这种话up怎么说出口的,12924536,17
那个人直接买料理包就好了啊，点外卖还要被赚差价,13851980,130
只要能保证营养和健康问题，就是有利的，减少了平均一份食品所需要的劳动时间，提高了生产效率，在不断的市场竞争中，价格自然的下来，并且能催生现做餐饮往高端精品方向发展,3.49307E+15,3
大家别忘了，现在预制菜还没有国标！也就是说运气不好，你吃的预制菜可能就是在一个卫生条件极差，甚至用各种废料做出来的。食品安全问题年年爆，更何况一个还没有国标出台的新行业，少吃为妙，哪次食物中毒，后悔莫及。,259092230,2
预制菜真的很?? 学校我只吃几家现炒的 预制菜难吃到一学期瘦几十斤 还贵,470347487,4
我不了解预制菜 但是我了解老仲的为人 现在很多人反对预制菜 为了抢占市场给点让利都有这么多屎一样的预制菜 到时候横行霸道了除了把优质预制菜和现做菜的价格打上天没别的用处 他是为了赚大米不是为了给你提供真正优质的食物,323891912,3
预制菜没问题，三道预制菜按现做的菜卖 80 块钱问题挺大的[笑哭],170156687,55
Wrong。我昨晚在一家餐饮店买快餐，一份排骨饭卖２０，打包外加１元，收我２１元。到家一看，明显排骨就是预制食品，因为排骨比较小块不规则且汁水比较多。应该是盒子底先放几片菜叶，然后把排骨料理包倒进去。他是饭和菜分开装的，菜我称了一下加上盒子４００克左右。所以不是有蔬菜就是现做，说不定也是预制菜。。。,335819516,2
那么既然已经用预制菜缩减成本了，为什么在商场吃饭还比以前贵了[doge],6950408,94
还是建议初高中学校可以选择预制菜，省成本又好吃，学校做的菜那是既不营养（指炒菜做成油浸菜）又不好吃（不是太咸就是太淡，还有可能莫名其妙的甜），还美其名曰营养午餐[笑哭]。费用虽不高但用这些钱能买到更好的（可以试试午饭时拿一桶泡面进学校大多数学生什么反应）。,669971642,3
"其实预制菜我不反对，但是预制菜清晰可见的很多问题是没有解决的。
    就举例来说今年过年回老家农村，那边吃席已经普遍换成预制菜了，既方便又省事还省钱。但结果就是非常难吃，作为四川这边的人很注重川菜中一个叫锅气的东西，目前我吃过的所有预制菜里都没有这种味道，预制菜和现炒出来的餐品有着很明显很明显的区别。预制菜里为了保证味道会大量使用汤料和酱料，和川菜油盐抄出来的味道差别还是蛮大的。
    而且这样也引起了一个新的问题，就是如何该给顾客选择权的事，现在的大多数餐厅不会愿意对外宣布自己是否使用预制菜的，那我作为顾客的选择权和知情权在哪里。比如我不喜欢吃预制菜，但是店铺自己不说，我吃了才发现是预制菜那我应该怎么办。
    然后最后一点是安全责任问题，以前要是吃东西吃出问题，我直接找餐饮店老板就行，如果以后部分餐饮店换成预制菜了，我吃出问题，我到底是找餐饮店老板，还是找工厂，还是说负责冷链运输过程的人，责任归属怎么找，老百姓的权益怎么保证。
    我不反对预制菜的是，确实给了上班族这类忙碌的人一个改善生活更好的选择",33061266,3
"预制菜，也就这样了，没有太大的发展空间，人吃饭味道是最为关键的，再干净有营养的东西，吃腻了就没有胃口，甚至会反胃。
预制菜调配味道种类的成本，应该是最大的，不会轻易改变。
如果预制菜真的正大光明在餐馆摆着卖，发展空间应该还会更小。
发展方向只有坐办公室的白领一类人。
往下走吃不起，往上走没人吃。",15209888,2
一直买，平替外卖   与其20多买你预制菜外卖  不如6块一包自己热,1820894,24
真挺好奇是从那些所谓的富人手中收了多少米，能说出打工人吃好的预制菜就不错了,23828724,2
我就是做中餐的厨师，可以很负责任的告诉大家，就算没有这种预制菜工厂，其实你吃的很多类似牛腩排骨这种需要很长时间才能出菜的食品饭店后厨都会提前预制好，然后分成一份份放冰箱保存，有客人点了就拿出来加热加点配菜就出餐了，真要是客人点了再现做，一个菜半小时起步就算客人无所谓等得起后厨的炉子也不够。,13075396,3
