content,mid,like
"不只是食品，所有的领域都是这样的呀，你觉得开火做饭很平常，往前50年，自己家里做衣服，家具乃至盖房子也都很平常，远的不说，小时候我妈妈还有别的阿姨没事就织毛衣，高中还有女同学自己织围脖给男朋友，现在还有多少人自己做衣服？
不要抗拒，拥抱这个时代就完了，反正早晚你也会习惯的。",11254774,2034
以前独居的时候，自己买料理包翅，吃完了发现不是很好吃，主要是吃不饱，不如弄五块钱的鸡蛋炒炒[doge],18706318,353
只想说我妈真的伟大，上完一天班之后，还有精力回家烧饭，烧完后还有精力去练瑜伽，还有精力去考各种证。我印象最深的就是周末，她要拖地，我说你去歇着吧，我来拖，她没有歇，转身去给养的花擦每一片叶子[笑哭][笑哭],34329917,12173
快进到直接吃营养液，提前进入赛博时代[笑哭][doge][doge],627553716,10330
其实预制菜本质上是大工厂取代小手工作坊，这其实非常符合那一位对现实的想法，在我浅薄的认知中这是一种高效，是让社会不必在重复且不需要太多人的地方花费太多的生产力，是一种对生产力的解放。但他确实是不怎么浪漫主义,433567105,1131
"感觉主要是现在大多数人的时间成本变高了吧
做饭+吃饭+收拾得一个多小时，点顿外卖吃完就十几分钟，省出来的时间拿来加班或者提升自己，甚至是浪费掉提供情感价值都比拿去做饭强",40863320,41
星际时代，我们吃营养液吧[doge],457489510,51
人们抵制预制菜的原因，不是不营养，不是难吃，而是对食品法的心寒，对人心的担忧，为了利益啥都做的出来。因为看不见，因为不信任！如果是你自己在家做的预制菜，你还会抵触么？其实流失10%的营养和流失30%的营养，我们不在乎，怕的是1.有毒！！！2.流失100%,518450588,11
以前化纤的衣服特别贵，普通人只穿棉的麻的天然材料。后来工业化了，劳动力变贵了，纯棉的衣服变高级货了。给人做饭，买菜做饭到洗碗几个小时，吃饭10分钟，最后挑三拣四说没外卖好吃，根本没有做饭的动力了。,7993069,15
"说个关于中国“炒菜”的历史
中国早在汉末时期就有“炒菜”，但一直到北宋哲宗中期“炒菜”才正式上桌，这里面有个核心问题就是猪油及那句知名的“何不食肉糜”。
在北宋哲宗正式大规模反知识份子推行“阉猪科学养殖技术”前，家养猪都是属于贱民产业，而一个自己都吃不饱饭的贱民，能用什么养猪就不多说了；而这种猪不仅肉质腥柴难吃，熬出来的油炒菜自然也是腥臭难吃。所以当年晋帝一句“何不食肉糜”，让大家用炒制方式赈灾时，就成为门阀世家们千年的笑话。
汉唐因为常年的对西远征作战，传统的“煮菜”方式存在严重的给水及柴火需求问题，于是就将西域胡人的煮法和汉时贱民的炒法结合，用动植混合油制作的炒制军粮，也正因为军中率先推行和改良炒制军粮，才保证了盛唐开边时的后勤补给，这才有了以李靖等名帅为首的丰功军绩。",95774872,8
唉，作为女性，到菜市场买菜，前面一个大妈买西红柿2块5，我上去问就是4块，买五花，人家挑就是好好的，到我这里，上了称，非要给你加一块纯肥肉再结账。买菜平台上除了蔬菜、很多肉也都是工厂的冷冻肉，最悲伤的是，我是能吃出新鲜的猪牛羊肉和冷冻肉的区别的。导致我现在都是吃鸡肉鱼肉多。,4217445,27
"总有人认为“从前车马慢，书信很远；清早上火车站，长街暗黑，豆浆小摊冒着热气”很美好是吧
    电视里坐慢车看风景一路静好，不要忘了现实中凌晨4点人挤人，泡面、汗臭、香水、脚臭夹杂在一起，饮料汤汁撒一地，夹杂哭闹声，一夜闷热没洗澡没睡好天亮再赶一天路。而现在去漫展都能一路空调地铁生怕你热到颠到
    如果要怀旧，有30一盘现炒，人工不可能以前一样底，绿皮没关去坐啊。
    要用发展解决发展的问题，比如提升预制菜品质之类。如果有人不喜欢现在的发展，甚至想要倒退回去解决现在的问题，他对不起祖辈流血父辈流汗",107847030,31
瞎猜一波。不论预制菜之后还有什么，都必有营养膏一席之地，只是时间早晚的问题[doge]。它们早晚会觉得牛马吃预制菜都是不配的的。[无语],171010879,3
"有几个问题：
1.如果餐厅都做预制菜，那人们大老远去餐厅的理由是什么？直接网购预制菜回家加热就好了呀。
2.如果多数餐厅都做预制菜了，就会有餐厅为了突出差异化引客，透明橱窗烹饪，会有很多中产买单吧。
3.如果预制菜餐厅发展到一定规模，zf应该会出台相关制度，要求预制菜消费者有知情权。在此基础上，我会成为这种消费者：如果某餐厅口碑好但都是预制菜，我会上网搜他的预制菜货源然后网购，在家吃更舒服。如果某餐厅口碑好且不是预制菜，我才会有动力出门去吃或者点他家外卖。",15063875,11
很多人其实都本末倒置了，如果真的能靠输营养液就能活的很好，那根本就不需要所谓的美食文化，你摆脱不了对美食味道的依赖，仅仅只是你的认知水平有限和思维局限性而已，世界没有必要为你的爱好兜底,480356056,16
预制菜便宜又怎么样，等现代人真的养成了吃预制菜的习惯，买菜的人逐渐变少。那些种植蔬菜的农民就只能把菜供应给制作预制菜的厂商，到时候菜市场上蔬菜的供给渠道少了，蔬菜价格也会上去。到那时候，就真的给那些资本完成从消费端垄断到供给侧垄断了，然后定价权就到他们手里了。可能现在你我能买到便宜新鲜的蔬菜做饭的日子，就一去不复返了。,36107199,15
拿我个人来说，我一个中餐胃，现在订外卖都会选汉堡这类了，现在很多中餐的外卖还不如这些好吃[笑哭]以前不是这样的，很多外卖很好吃。中餐人炒的上限还是高，预制菜中餐的水平比较一般。,10735447,4
在格子间加班到凌晨叫预制菜为了省钱去周末挂专家号。[妙啊],7068218,16
说实话我真挺想要快进到吃营养液的时代[微笑]作为学生，你没有时间精力去学去买菜去做菜，父母不在家，不叮嘱吃饭，就能不吃则不吃，实在不行了才会给自己弄两口吃的，太累了，上学的时候每天为早饭吃什么发愁，偶尔出去吃饭，一看，不是辣的就是油的，我都在怀疑我生活的是苏州吗，是中国吗，说好的万千美食，十大菜系，我不求顶尖的菜肴，但能不能让我找到点新鲜的种类选择？我爸周末在家会做饭，问想吃什么，我绞尽脑汁回了都可以，我看着他出去为买什么菜而纠结一小时，回到家钻进厨房热火朝天的弄了两小时，菜很好吃，但时间也是真的久,441866156,12
"深夜挖坟，
最近 深有体会的感悟----当初加关注的时候，并非 仅仅因为 幽默风趣 ，如今看来 内容为王 此言不虚。
一年前打的预防针，起作用了。能让我更能 心平气和的 看待 热炒话题，等待 被子弹击中后的 破空之声，如果我还活着的话。[滑稽]",91657326,4
我不在乎预不预制，只在乎好不好吃、卫不卫生、营养与否、多样性。,249213502,524
天热的时候不想做饭才发现速食真的yyds，但我仍旧觉得有钱才吃外卖预制菜，毕竟自己买菜做饭真的很省钱，人口越多越省钱。从时间成本来算，花一个人两个小时的时间去做一家人的饭菜，其实是最低成本的。,7953053,880
我之前在苏州上班时候跳槽，差点进了一家智能商用烹饪料理机的公司，貌似还挺nb的，外资，业界前几名。但是我想了一下，我如此喜爱烹饪，以至于我感到我自己去做这样的工作会违背自己的良心，所以就拒了offer[脱单doge],11519461,226
与此类似的还有转基因食品，什么有机，非转食品，以后都会贵到离谱，老百姓以后能消费的起的只有只有转基因，原因无他，只因为价格,95122820,7
想起疫情前的电视广告“遇到新东方的厨师就嫁了吧”，“厨师，永不下岗”。。时过境迁呀,83758464,60
支持工业化，因为我知道我不能只要求我涨工资，而餐厅的厨子、物流链条的每一个人都不涨工资，既然讲究人人平等而“我”的工资涨的永远是最慢的，那早拥抱工业化就早一天节省所有成本……,30656,48
我宁可吃便利店三明治寿司方便面凉面，也不想吃料理包，中国菜一旦不新鲜就真的太难吃了,2973136,19
"[脱单doge]够好吃就行了，如果说不出区别，那就没什么差别
很多人不用跟我讲你吃得出来，哪次新闻说有人被骗了多少多少钱，你不说一句怎么会有人被骗？但结果还不是需要全国推广反诈app
说到底就是这个行业的结构在变化，变成一个更高效的形态。如果说你能做什么，就是真的去学习如何鉴别挑选，而不是告诉大家你有一条神之舌一尝就出
是不是有一天高级ai机器人炒菜你还能尝出不是人类的铲功啊[OK]
什么能鉴别，就是中央厨房和源头工厂了，就是把你过去感受这是哪个厨子的手艺转变到感受这是哪个工厂的手艺罢了
就像曾经买衣服看是哪个裁缝，后来你也变成看哪个牌子，现在你多少也该明白哪个牌子已经无所谓了，应该看源头工厂了
现在买衣服看裁缝手艺的那都是上流人士了哈[呲牙]
那能上流的继续上流嘛。我相信顶尖的厨师肯定还是走下去，成为高端，只不过肯定跟我们穷人没什么关系了
这些年预制菜我看到最好的就是随着技术进步，很多停留在当地的美食能走出来了。比如螺蛳粉，要知道比如在本来就有米粉米线的地方，螺蛳粉工业化走出来之前都没有人做的。远在他乡千里之外，我也不用计较是不是预制，我吃到这个味道是对的就是好。这就是好的方面

其实最应该被骂的是在这么高效化过程中那些该死的投机混子，开个店菜不上先跟你聊十分钟人生和开店里面。跟你吹他是纯手工老厨师。菜一上都是料理包。这样的的店我知道这个过程中是难免的，就像那些有机食品一样，保健品一样。但我还是希望他们赶紧死。所以大家得真的去学学如何鉴别，而不是被打脸后还得给这些店买单尬吹",516896,4
我发现好多人不知道是傻还是坏，总是故意把半成品和预制菜的概念混淆。菜洗好切好，配送到学校统一炒熟煮熟，这个叫半成品不叫预制菜懂吗？,398339847,2
吃菜还是太麻烦了，要是能直接充电就好了。不说了，我准备点机械飞升了,594272,40
预制菜没问题，你可以选择吃也可以选择不吃。但进入学校就有问题，孩子完全没有选择权,506347692,7
"预制菜本身不是什么问题 不同的人群有不同的需求 就像快餐的发展一样。但是目前暴露出来的最大问题是当下的人已经忙碌到没有时间思考没有时间去做一顿饭了。就像自动扫拖机器人 洗衣机洗碗机发展的必然趋势一样。预制菜只不过是快节奏生活的其中一个体现而已。“大扫除”这个词大家有多久没听过了呢？ 
       现代社会有个很可怕的现象就是同质化。有很多人过着一模一样的生活 做着一样的工作领着一样的工资。学校就像工厂 制作出大量标准化的零件，逐渐麻木。",45635254,3
千万不要吃粮食，市场上的粮食都在粮仓储存好久了，粮仓储存粮食可以储存一两年，不新鲜，肯定有防腐剂，最好去原始森林生活，吃新鲜的野果，野菜，野猪,3.54638E+15,5
"自己做菜唯一的好处就是:减少人工成本。
而驱使我做菜的唯一原因是:穷，外卖太贵了",22547915,36
预制菜你想进学校可以，但是学校不能强制购买和取消食堂，让预制菜自己和现炒菜去竞争，进学校只是多给学生一个选项，而不是剥削学生选择的权利,11561299,8
爱死预制菜啦 总感觉机器流水线比人工小作坊更干净又卫生,2264253,38
"预制菜这条路本身没有任何问题，问题是现在技术不到家很多预制菜没先做好吃
等哪天预制和现做吃不出差别了，现做只能开始炒作灵魂了，预制菜就成功了",28716886,16
沙瓤的西红柿也是被市场淘汰了嘛[大哭]好久没买到过了,2369917,36
我不理解很多人说预制菜能增加工作岗位，如果都有预制菜的话，那农业生产小型生产者根本没啥用，没有对新鲜的要求，那这些小型农业生产者根本没竞争力。他们流入市场工作岗位该怎么安排？没有对新鲜的要求，那运输该怎么弄？一个预制菜而已，今年明年拉来都一样，无非储备而已，又不用担心坏。[吃瓜][吃瓜]他到底是哪个环节突然增加了很多就业岗位？难道预制菜的工厂，需要的人数已经超过了运输和小农生产者[疑惑][疑惑][疑惑],700039376,11
上个月学了一个盐焗鸡翅鸡爪的做法，交了九千学费，现在在摆地摊，今天是第14天，已经全部回本了，已经盈利800,691499151,47
人类逃不过预制菜，就像半佛逃不过ofo,77404305,5900
[生气][生气][生气]半成品菜包就是预制菜，以前一直都挺便宜。现在换个名字叫预制菜，炒作一下，价格能翻几倍。,114780,4609
"为什么喜欢开封菜，金拱门？因为它可以在相隔甚远的省市提供同样的稳定的不差的味道，不需要多去尝试。
路边的小饭店可能有着不错的味道，但在陌生的城市要试多少家才能找到喜欢的口味呢？",323385219,51
其实预制菜的范围可大可小，往小了讲，牛奶是工厂统一生产的“预制奶”，榨菜是统一的“预制腌菜”，还是生活成本太高了,4182798,47
终于有人说预制菜这个问题了，现在人不愿意动脑子。一听预制菜添加剂，畏之如虎。你和他说他来一句。愿意吃你就自己吃。关键是没得选啊，这就是未来的发展方向啊,152875227,11
每次听完半佛的话，总是让人思考，但是思考完了，这人生还是如行尸走肉般的过着,309857650,33
"预制菜说到底就是工业食品。或者是工业半成品食品！
从你出生就吃工业食品，吃了历史百把年了。来了个预制菜就不吃了？逻辑不通啊！
至于说防腐剂？
哪个工业食品没有？再说用什么次品什么的。你怎么就确定你以前吃的都是好的[笑哭]
其实全部都是国家监管而已。预制菜也是一样！
突然而来的抵制到底是为什么[疼]",20356515,6
不知道大家发现没有，大型商超已经有非常多的预制菜了，还可以看看欧美的商超，几乎全是预制菜，我觉得这是工业发展的必然，至少我是不想把时间浪费在做饭上的,15846752,46
实际上我纳闷一个问题。 本来是一种正常的市场选择问题  可是为啥要做的这么激进 还要扶持 利润能让这么多人打破头吗？,17261688,5
连山顶洞人都无法避免添加剂，豆腐你吃不吃?制作豆腐是必须加添加剂（硫酸钙 、硫酸铝钾 、硫酸铝铵 、氯化钙、氯化镁）水果你吃不吃?大部分水果里有山梨酸钾这种防腐剂，预制菜里的防腐剂就是山梨酸钾，ld50为4300mg/kg，盐的ld50为3000mg/kg，盐的毒性都比山梨酸钾毒性强，盐你不怕，怕一个毒性更弱的?,81187454,3
"我周围的人在有时间的情况下不愿意做饭是因为可以节约来之不易的玩手机时间或是懒得动，点外卖就可以省一两个小时来看看小说刷刷视频也不需要太多的体力劳动。

我个人很享受料理的过程，平时有时间也经常学一些没吃过的料理做给家人吃，个人认为我做饭和他们玩手机没什么区别，都是尽情地释放自己的多巴胺，我喜欢买菜时精挑细选的思索、搭配菜品时的斟酌、切菜剁肉时的快感、颠勺配料时展现自我技巧、一句“准备吃饭”时家人们脸上迫不及待的表情，以及他们的几句点评与赞美，这些都是我闲暇时愿意下厨的原因[呲牙]",10776229,74
"给自己女朋友做饭本身就是一件非常有意义的事
预制菜是绝对取代不了的",443167064,41
选题都是MCN推的吧，同一个MCN，和牛顿的选题也重复了[笑哭],3.46157E+15,14
想起高中一篇作文《品质》讲述一家纯手工的皮鞋店被工业化浪潮逐渐淘汰的过程，店主两兄弟坚持手工的匠人精神令人动容。,184373030,9
预制菜没问题，关键是价格是否回馈于民。你20块钱点个外卖，结果商家给你开了一包4块钱的预制菜，如果你知道了，以后你还点这家吗？你去饭店15块钱吃个牛肉面，结果商家给你煮了一包2块的康师傅，你气不气？,687368051,6
活着是为了吃饭，还是吃饭是为了活着，这是一个问题[doge],44791018,43
二极管太多了，有没有一种可能性，我可以平时自己做饭，偶尔懒得做了就吃预制菜，没有法律要求我一辈子只能吃一种菜,87105129,6
我们可以选择预制菜，因为它口味稳定不出错，它成本低廉上菜快，但可能只有厨师，才能为菜品赋予不确定性和作品的生命力,1645795570,19
净菜就是最极限的了吧。。。少了开火的步骤那味道还能把控得了吗。。。,104972186,5
我以前看小说，主角穿到星际时代做饭，都是一些家常菜，但是吸引的星际人嗷嗷叫太好吃了，当时觉得嗤之以鼻，没想到是我肤浅了，营养液时代什么时候来临呢,357998868,11
本期视频要怒吹一波安徽料理，安徽人狂喜[doge],100825369,428
没办法，正是因为今天的劳动力越来越贵，厨师的工资越来越高，食堂招不起厨师，只好发展预制菜。有些人反预制菜，又是懒得自己做饭，却盼望厨师给你当廉价劳动力？,3.54638E+15,4
"阳光是二级致癌物，烟酒咸菜是一级致癌物，过度追求所谓的“安全无小事”那就别活了！
我对预制菜没有任何看法，只要够便宜，我就愿意吃，但是我不主张强迫别人去吃，只要通过价格优势吸引愿意去尝试的人去吃，时间久了自然也就没事了！",231797704,3
"然而预制菜不会一直那么便宜，我的朋友。等干掉同行一家占生产份额巨大的时候，就涨价了！
快递当年比现在也是很便宜的，能多挣几分钱少干活，人家预制菜厂家也是一样的。偶不一样，那是新产品比较高的价格定位而已，老产品还会有，只是减产了而已！",27576097,5
不赞同..我更爱那种半成品菜，买回来拆包自己炒，再用上一次性碗碟，只用洗个锅，而且还比预制菜好吃很多，减去了繁琐的前期准备和后期洗碗，没花多少时间[doge],285296612,14
呵，我就是为了吃才学做菜的，就在我点了一份辣子鸡一份鸡公煲发现味道样子一模一样以后…我特么大受震撼，下定决心就算是为了吃口好的我也一定要磨砺自己的厨艺[微笑][微笑]历经两年半我和我媳妇俩人加起来差不多能开席了[笑哭][笑哭][笑哭],43272167,11
家门口买只烤鸡烤鸭18块钱，卤的酱鸡中等个大的也不过40块钱左右，礼拜天赶集大街上老农的走地鸡看个头大小55-85一只，选好现杀～～谁都知道走地鸡比工厂鸡香，但是钱包不答应啊[灵魂出窍][灵魂出窍],25602229,2
如果能保证食品健康和营养，预制菜我还是可以接受的，提高进食效率也是大众的需求。只希望国家加强监管，别再成为外国资本侵蚀中国，祸害中国人民的的又一入口,38296164,9
刚买好菜准备自己做个火锅，就给我推送这个？[笑哭],400378132,16
看了几个关于预制菜的视频发现都没有看到我想看到的关于“饭店将预制菜当现做卖”的讨论，预制菜本就是节省成本那些商家还当新鲜现做的价格卖，真的很让人不爽[笑哭][笑哭],81791029,2
我们小县城的炒菜馆火爆的一批 商场里的店倒是没啥人吃,35490329,32
"其实最本质的问题不是预制菜，而是制度。这个社会普遍都是外包，玩得花得很，不光外包工程还外包工人，工人明明给甲方干活，却挂靠丙方空壳公司。
出了问题就踢皮球，甲方踢乙方，乙方踢丙方，丙方踢工人。来年甲方换了乙方和丙方，但一线干活的工人还是以前那群工人，这种制度下一线干活工人们会有责任心干好活吗？劳动一场得不到应有的保障，像被货物一样卖来卖去，制度出了问题自然劳动者就得出问题，劳动者出了问题自然货品就得出问题，反正出了问题就互相踢皮球，踢来踢去皮球就不见了，不是吗？",332735390,4
就像是由俭入奢易，由奢入俭难，体验了不用备菜动手的顺滑，就不想在回到自己亲自动手下厨的日子了，除非经济压力大不然都是能摆就摆了,402592716,3
然而卫生达标的半成品菜根本不便宜，我很好奇的是谁把物美价廉的标签打在半成品菜上的，几块钱一包的鸭肉菜包吗？讲道理，吃那种三无的便宜玩意还不如吃泡面呢,13511398,13
预制菜，不就是跟方便面一个意义吗？但方便面之所以受欢迎，就是因为方便且不易变质，而且便宜，而预制菜，没味道优势，没新鲜优势，没价格优势，还有安全卫生顾虑，防腐剂隐忧。充斥着资本的炒作味道，一个预制菜，其实没有什么高大上的玩意儿，还存在安全、卫生隐患。个人认为，跟人造肉类似，很快就会是一地狗血。 让我们用时间来检验,593978753,2
我希望在我死前预制菜在中国不要太猖狂。我喜欢吃的东西太少。大多数时候泡面、罐头、自热米饭、面包我都吃不下去。如果预制菜大行其道，也就可能意味着我下馆子能吃到现炒菜的成本大大提高，也许连我能买到新鲜蔬菜肉类的成本也会大大提高,16353930,1
