content,mid,like
虽然但是，别人吃饭站在旁边制造压迫感，让别人吃快一点，这是什么东西……你都知道人家可能是辛苦开车特地过来吃的，知道要等位，那人家好不容易吃上了干什么去给人家添堵，就为了自己有可能快点上桌让无辜的人也吃不安生，怎么会有这么自私的想法？！,49996538,1
不是，标题和内容有关系?作为食品专业的人看到网上这种环境纯粹痛心疾首，预制菜的受众从来就不是路边这些现炒餐馆啊?您是想用这个例子来论证如果预制菜普及了，街边餐馆就全部采用预制菜是吗?这论证恐怕不充分吧?其次，预制菜这个概念本身是没问题的，甚至是食品科学进步的表现。有问题的是人，当产业火起来以后，一些不良商家可能会为了利润而忽略工艺过程中的质量控制，盲目追求利润，这才是预制菜的问题，我们要做的是去探讨怎么提高监管力度减少该类现象的发生，而不是在这唱衰预制菜。,26673663,1
对于预制菜广东人是极度抵抗的，广东人对食物的要求是新鲜。你会发现在广东的饭店鱼是养在鱼池里面，你要哪一条，现场指给师傅，师傅会从鱼池里面捞出来给你；你会发现老牌饭店厨房后面都会有专门养着鸡鸭鹅的地方只因客户可以吃出是冷藏肉；街边的大排档会在3点钟的时候大排长龙，只因为凌晨三点是屠宰场开始杀猪的时间，可以拿到最新鲜的猪杂；你可以在潮汕地区的凌晨时间看到人山人海，只因为杀牛在凌晨，可以吃到切下来还在跳动的牛肉。广东人带你去吃他们认为最好吃的一般都是当地的农庄和私房菜，而且一般这些地方都是远离市区要开车20+分钟的地方，你不要认为他们是为了远离城市繁华才去这么选这么些地方，他们是确信山泉水做出来的豆腐更好吃，确信在林中放养的走地鸡肉质更好吃，农庄里的菜选择很少因为很多都是农庄老板自己种的，上一刻这些青菜可能还是在田地里（而且作为一个广东人我也可以确切的告诉你事实就是那些食物更好吃）。,563132,4
"别说预制菜了，我这一家手工月饼，就是一家人自己开的，开了几十年，就一间店面，论斤称月饼，很多人来买，中秋前一天去买月饼，没剩多少了，店家说明天中秋就不做了。做的广式和苏式，卖的最好的是五仁，店家做的最多的也是五仁，干果，青红丝之类的，月饼卖的比大超市还快。
还有卖咸马糊的，是喝的，每天早晨就卖这一样，一天700碗，不到8点就全部卖完。",1708806304,1
卖预制菜不反对，毕竟是现在主流趋势。但是你把预制菜卖成新鲜现做的价格，那我就忍不了了[辣眼睛],117409824,1
"到现在所有人都认为错了一个点，预制菜不是单纯的料理包一加热就完事了，罐头、八宝粥、速冻饺子、炸鸡等等都叫预制菜，都反对？都别吃了？
应该反对的，是料理包类型的预制菜进入校园，这个才是重点，因为孩子更加需要健康的饮食和营养。",32206296,3
廉价的笔触去蹭广泛的共鸣，像命题作文一样假大空的视频，无非就是顺着热点讲点民众爱听的车轱辘话。看似句句有道理却句句避开问题的根源痛点。如果有条件，谁想吃预制菜呢？每个人都有闲有钱到山里吃现炒的么？而市区cbd里高额的房租和商用水电逼迫下，做现炒的出餐率跟不上需求，要不只能做高端，要不只能选预制菜和中央厨房。而外卖平台的局限性让顾客很难检验餐馆的卫生情况，这种事态下，选苍蝇馆子难道不也具备着较大风险么？车轱辘场面话谁不会讲，“预制菜没有灵魂，口味不及现炒”“本土苍蝇馆子是文化传承”，博眼球而已,13767435,1
这视频本身和你抵制预制菜有啥联系吗，预制菜被抵制是因为有地方推广进校园，但预制菜本身是为了应对特定用餐情况的，这热度蹭的没水平,33030417,1
咖喱算预制菜吗，连袋子一起5分钟，倒米饭上也不错，说实话预制菜对于不会做菜我唯一的缺点就是贵了点。,307950117,94
预制菜≠料理包。即烹型预制菜倒是OK的，不过现在在推的是中央厨房。这些还不是重点，重点是信任危机，缺乏监管，有监管会不会落实还两说。即使是中央厨房，通常也是高油高盐高糖，不信可以看看罗森之类便利店的中央厨房的产品。,376232989,2
目前所有的预制菜都是稀烂的口感[吃瓜]想和现炒的比不可能,357867934,1374
别吃私房菜，私房菜就是预制菜。又贵又不好吃。会吃的，好多都跑山里找馆子。尤其乡镇干部你说他不吃还能干什么呢。而且山里就是农家大锅炒，也不放别的，找个大姨来烧锅。菜讲究新鲜肥美。根本不放什么乱七八糟的佐料,2119928667,1
预制菜和料理包不是一回事，我就喜欢买超市的预制菜，切好了，调料也配好了，回家整盘往锅里一倒，抄一抄煮一煮蒸一蒸就能吃,3.49328E+15,99
只要顶上那7个人，天天也吃学校一样的预制菜，我也天天吃。,527938117,2
"我觉得蹭热点也不用蹭的这么明显吧，选的实在是吃相有点难看了。
你说别人好吃就说别人好吃，这种好吃的小饭店，不会因为大家都去吃预制菜而倒闭。
预制菜再牛逼那也不可能比现炒好吃的。
预制菜往宽泛了说，卤菜店的就属于那玩意儿，是因为国家推广才有的吗?还是因为哪家卤菜店给学校供餐才有的预制菜?
那就算是狭窄一点说料理包所代表的这种预制食品。也是因为有需要才会有生产。",471663349,2
哎，预制菜是一个很广泛的词，现在却和廉价低劣料理包画了等号。别说现在了，以前时候饭店里某些非常耗时工序很多菜也是提前做好，提前预备的，比如扣肉，各种扣碗，蒸的丸子，糯米饭之类的，这些非常耗时的菜都是提前做出来，客人来了热透就上桌了。[笑哭]不可能说人来了现做扣肉，现做的话，中饭吃到晚饭那扣肉能不能上桌都不一定呢，这些都是预制菜，以前都说备菜，现在有了预制菜这名字。食材不好，厨师水平不行，现做现卖的菜也很难吃。现在很多大的餐饮企业都做预制菜，口味还行，比如西贝陶陶居火宫殿眉州东坡，他们最大的问题不是味道，是价格和分量的性价比太低，很多菜比去店里点还贵，比如眉州东坡出的夫妻肺片，调味挺好，价格好像是48，一般店里价格好像也是40-50之间，但它出的预制菜的分量差不多只有店里的?，就很不实惠。,330261034,3
说实话这种视频一股很浓的鼓动情绪的味道，不是说预制菜好，只是现在针对预制菜的手段真是越来越下作了,10555670,2
[doge]预制菜只要别吃饭类，基本可以排除80%以上的预制菜，面食类预制菜比较少，但品牌店绝对是预制的，因为为了味道稳定所以会料理汤包，汤包一般都是浓缩的，熬汤用百来块的材料加料理汤包吃起来没有那种预制菜味道，反而觉得很鲜，还有比如斩料的烧鹅白切鸡猪脚卤味基本都不会有预制菜，有一点但不多，只要吃那种简简单单的主餐店预制菜基本就没有，大排档就是很好的例子，牛肉火锅店烧烤等各种预制菜基本就没见过，外卖就见店家信息，有的只有信息没有门店图片9成都是在自己租住的地方制作餐品放门口让骑手拿走，料理包概率相当大,455349932,1
预制菜如果是和正常菜原材料一样，制作过程工艺一样，只是做完包装好需要你买完自己回家倒出来加热，那也不是不行，但现在不少预制菜用不明材料。另外在原教旨主义者眼里，你牛肉面的牛肉汤不是现熬的也算预支菜，哪怕你是早上营业前熬的，别笑，真有人和我这么说过[笑哭],510486,6
"预制菜的优点应该是便宜，卫生，实用性强且让人有选择炒菜的权力。只要做到这些，自然而然就会有大量的人支持。
罪大恶极的不是预制菜，预制菜的出现是很正常的，在未来广泛应用也是可以的，重点是价格要合理，人们要有选择权。",503872340,1499
我可以接受预制菜，节约时间成本，但是我觉得这只是给了顾客多一种选择。预制菜我吃的是便宜快捷，而好吃的小炒确实我愿意花时间去等待的美食！那些拿着预制菜当成小炒卖出高价的外卖员专门店实在没良心,48462965,2
中央的一号文件根本没有写预制菜进学校，就是很短的一句发展培育预制菜。怎么就有人说是中央要预制菜进入校园？,193654,152
为什么要抵制呢，因为人家不想吃的不能选择不吃吗？如果说是一定又是那种被迫自愿的话，那抵的不是预制菜，是一种行为,79077290,59
深圳南山区，晚上那些弄代驾的，还有专门弄司机餐的呢，15块一份，甚至可以有大鸡腿，大扣肉呢？更加别说一大堆的别的荤菜素菜了！不信的话，可以等到晚上十二点左右，找个代驾司机问一下就知道了！,29171881,1
在西欧的各大超市预制菜已经很成熟啦，很多白领都会买。我没空做饭的时候也会去玛莎买预制菜，加热一下吃，不知道在国内为什么要妖魔化预制菜？～说什么预制菜是猪食，真的贬低没时间做饭的能接受预制菜的人就这么优越感？～,241337153,7
"同样是预制菜
本土的鱼香肉丝，香菇滑鸡显得??多了，人人吐口唾沫
但牛??排，西餐厅，寿司??，金拱门??, kfc??，韩式烤肉，星巴克就洋气多了
吃完空气都香甜了，更适合打卡拍照捏[给心心]",1690168,2
[辣眼睛]我对饭店使用预制菜半成品非常非常抵触，这玩意应该是我自己在家吃饭图方便用的，比如我想吃红糖糍粑，就淘宝买半成品，自己回家油炸，然后吃，一旦去了饭店，不管是大饭店还是小饭店，我就一定想吃到这家厨师做的，与众不同独一无二的菜，而不是和淘宝同款，大家一个味道，一个饭店不请厨师搞屁啊！！,258924142,53
我们不是抵制预制菜，我们是在要求公开透明，商家主动标注自己是预制菜。并且预制菜成本低也必须低价。这就是我们要的。,352015753,3
我的意见是想吃可以自己做，自己做的菜别说什么烟火气什么温度啥啥的，外面的馆子哪个能比得上？你视频里这馆子都比不上！自己做最香！,1432968575,1
预制菜没遇见，我的意见是把淘宝15卖的料理包，加热装盘卖我40[呆],59777110,39
预制菜存在的最大问题是没有人能说出为什么应该去抵制它，它的问题是多方面的，原料问题，卫生问题，执行标准问题，安全问题，监管问题，法律问题，人们抵制它无非就这几个方面，而现在网络环境体现出来的矛盾点是啥呢？仿佛不是针对预制菜，那些人针对的是整个中国的食品行业。对，是整个中国，不包括外国，整个食品行业(我说的够明白吗)。预制菜是桑，整个中国食品行业是槐，甚至说整个中国是槐。这时候应该冷静下来想想，人们为什么针对预制菜，有多少人是跟风的。,6686476,1
你不想，有些节奏快压力大的人没得选啊。搁这自我煽情，不考虑有的人的现实问题？如果能有更多时间或者足够存款，回农村过田园生活不是更健康？,15838514,2
