content,mid,like
回到一个正常家庭的生活，一日三餐，买菜做饭是家人一起参与家庭生活的过程。工作是个人参与社会生活的过程。社会不是机器，是一个群体，人不是零件，要那么被压榨。一切为了便捷，应该是发展机械化替代人的劳苦工作，解放人自己，这才是机械化应该做的事。料理包也应该是方便不会做饭的时候，或者适合一些难以处理的食材，只是现代社会生活太累了，买菜做饭太麻烦，就想躺着，这是我们都被。。。。透支了,23045307,3
"发不发展，吃不吃预制菜这件事我这个小老百姓说了算吗？说了有人听吗？
很多产业的发展初心可能还是好的，但是在经过一段时间经营后，在各方权利，资本集团的染指下。产业最终的发展方向大概率还是背离初心，趋于魔幻。。。。。。我不是信不过预制菜，我只是信不过那些“做菜”的人。[无语]",37268870,5
我觉得预制菜最大的问题是你不知道是不是预制菜，无论是点外卖十几块一份的；还是出去外面下馆子百来块；你不知道是不是预制菜，他们大多数是在消费者不知情的情况下购买的。像很多人想出去外面吃顿好的花了几百大洋，然后是一餐预制菜盛宴....这多少是有点绷不住吧，预制菜在家里面几十块钱可以自己吃到吐的，那我们何必去外面花几百块钱去吃别人给我们加热好的预制菜呢?应该让预制菜“透明化”人消费者知道他们吃的是预制菜，有合适的价格，而不是让消费者以为自己是花几百块钱吃的是现做的饭菜,609253984,12
"我说一下吧,老生常谈,就跟小崔抵制转基因一样,
预制菜,
你吃一口会不会死? 不会.
你吃一个月会不会死?也不会.
但是没有实验证明长期吃,吃一年,吃两年,会不会有潜在疾病",70612976,2
预制菜里面缺少气，类似于供过鬼的供品，已经没有生命力了，人吃了之后，生命力会反被菜中和吸收，正如人注射了老人的血，也会老的快。这个锅气，我就不了解了，但我只要吃一口，就能知道怎么回事。,380441238,2
预制菜太常见了吧，我自己之前就是干厨师的，在哪不方便说，但能告诉你的是，（全世界知名饭店）很多都是预制的呀，这个预制不是指直接热一下就行，可以理解为”半熟”还需要在加工一下，但工艺有限，那些饮料什么的，也都是科技。包括“现榨”除非你能看到里面有水果的残留，其实就算有，也不能定义为现榨，因为还是要放浓缩汁的，尤其是酸梅汤，我就这么跟你说吧，压根就跟酸梅不沾边，全是酸梅晶勾兑的，那个味都呛鼻子，那些不是现榨的就更别说了，卖你好几十一杯的那种都是勾兑的，别无例外，一点不带撒谎的，厨房炒菜能用半成品的都是半成品，所以别以为你饭店现吃的就不是半成品，都差不多的。,180503820,2
预制菜是必然的，效率高，集中管理，供应链，只要添加剂合规卫生其实也没啥，并不能淘汰饭店现炒，但是饭店如果用了预制菜必须公示,7319760,1179
文明的进步目的本应是让世界更美好，让人类得以进化，但实际上进步的目的却是满足资本和权利的贪婪，直到有一天，人类不再是人类，一部分变成想要拥有一切的“神”，一部分沦为他们的工具和养料，然而渺小的人类难以跨越神的门槛，最终成为浩瀚时空中小小的一粒历史尘埃。,4696090,2
我还是觉得 蟑螂糕营养更丰富[doge],28360535,3
"锅气都能人工合成了，那下一步是不是就升级到直接营养液或能量棒了?
而且预制菜都要进校园了，市场上预制菜是可选的，而校园里那就是学生没得选择。直接进化到“人类饲料”，估计那些中午吃饭得跑着去而且限时五分钟的中学会大力推广",12074730,1
都是料理包加热的话，理论上只需要存在一个料理包巨头企业就可以了，所有的饭店都可以被淘汰，这应该就是马云想做的事，还是熟悉的那套即通过改造行业砸掉大多数人的饭碗让一小撮人赚钱，美其名曰创新。,1500560,33
评论区一条重点都没说到 发展预制菜可以 但不能剥夺老百姓的选择权 所有环节公开 自主选择,202709646,2
预制菜是人类餐饮的未来，也是餐饮的坟墓,49686832,3
现在各个行业这么卷，劳动力这么低廉你还会顾及健康吗，金字塔的社会平等就不是你个小老百姓考虑的事，等30年后劳动有保障人人有尊严的时候，你就会感到当年普及预制菜是多么的可笑了,1429941661,7
为啥？？？在这个越来越现实越来越资本的世界上，这种东西的出现是必然的，避免不了的,94487442,4
中餐的未来一定是预制菜，随着人工成本的越来越高（现在餐馆招一个老手炒菜师傅，最少7000+），工业品一定替代传统手工品，哪怕他没有灵魂，味道平庸。,34123380,3
我们可不可以把预制菜大量出口到国外，[doge]让国际友人们先一步帮我们总结总结,4917041,17
机关食堂先上,7962818,9
我觉得以后透明化厨房也会发展。。以后凡是人工的都贵[笑哭]现在继自己剪发之外，以后要自己做饭了，我还想自己做衣服，现在衣服都太不合身,258870447,2
以目前的监管水平预制菜未尝不会出一个三鹿。,383286427,1
预制菜的出现和普及其实是食品工业化的一个缩影。发达国家的超市预制菜的比例是很高的，这是食品企业提高产品附加值和利率润的必由之路。,5254700,2
都是为了分划出阶级，或者说，一切都是被构建出来的。把这个想通就沒什么想不通的了[doge],38257630,3
不知道我点的这类价位是不是预制菜[藏狐],33596122,14
10块纯手工汤料和手工面，只是土地的价格太高了，有些地方就需要开价200，190块是地皮、环境、服务等。,8266584,2
感觉最近评论的风向已经变了，前两个月预制菜进校园这事闹的火热的时候，评论基本上全是反对预制菜的，然而现在评论我翻了半天，发现抵制的已经很少了，说什么价格便宜，干净卫生就行，呵呵，终归是阻止不了啊,37988298,9
主要是地租成本太高了 以北京为例 2004年我刚毕业的时候在北辰地区（以前叫亚运村 现在叫奥运村）基本上走一站路（公交车一站大概500米到1000米左右）就肯定能碰到一个餐饮馆子 无论是火锅 炒菜 西餐 日餐都有 现在再去北辰地区逛一圈 餐饮店就少太多了！而且基本没有什么5年以上的老店 地租越贵的地方餐饮店就越倾向于快餐 小吃店铺 当小吃店铺的营业额都无法覆盖房租的时候 餐饮店也就该关门了 毕竟人不可能一天都吃饭 但是人可以一直吃小吃,549710446,3
美团上有个店卖煲仔饭，明确说明不是料理包，但是一个黑椒牛肉煲仔饭要三十八，月入3000根本吃不起，预制菜的炒饭才十几块。,4932439,3
"效率，效率，还是效率。
也许只有在老家才能有时间慢慢烹饪三菜一汤。",110179132,3
这个时代很难说自由市场和所有东西工业化是否是进步的，要等到未来时代的到来，那个时候他们研究历史才能推导出来，让我们拭目以待吧,481282167,2
既然都是吃预制菜 为啥不直接买袋装的 非要过一遍外卖呢[doge],11864447,6
我爹妈每天熬汤十二小时的牛肉汤都不会宣传，很无奈,398844829,158
"所有对预制菜的批判，都是对自己味蕾无能或钱包无力的愤怒。
要么有本事你一口尝出来直接把饭盒扣老板脸上，要么你多花钱吃精致料理。
否则就闭嘴吧。
另外你们觉得预制菜是利好餐馆么？我觉得不是。餐馆能买到我也能买到，如果一个店用廉价预制菜，那我干嘛不自己买预制菜吃。抛去餐厅利润我吃的还能高一个档次。
说到底一个愿打一个愿挨。消费者心里都有杆秤，只要让我吃到这个价位应有的水准，是不是预制菜不重要。",320318484,1
用着底价的预制菜，卖着现炒现卖的高价现制菜的价格。,34174995,5
"哈哈哈╯?╰
我以前以为只有被人饲养牲畜才吃饲料，现在连人也在吃饲料了，那么是谁在饲养他们呢？
世界真成了摩登时代了，就差对吃饭这个动作也流水线操作了，饲养牲畜的人不会吃饲料，那么饲养人的人会吃预制菜吗？",384360116,5
大家周末愉快！我要去吃预制菜了[捂脸],434376696,46
幸好像我们这里小城市没有过度商业化，还是有很多街边的那个小炒餐馆，大多都是大厨自己开的，价格也不是很贵，我甚至喜欢去那种卡卡角角的苍蝇馆子，之前和朋友去苍蝇馆子吃饭两个人一共37元，鱼香肉丝15，水煮肉片20两碗饭一碗1元，吃的超级撑而且好吃到爆，两个人也没有拉肚子的情况，这可能是目前小城市的一大幸福吧[给心心],3080052,1
预制菜更令人担心的是安全问题，如果一个街边小炒出现问题，顶多祸害周边小区，如果一个垄断的预制菜公司出现问题，祸害的是全国，,26276718,2
如果堂吃你还上预制菜，那为何不直接在超市直接放预制菜呢？[OK][吃瓜],489007432,167
炒菜——预制菜——能量棒……底线一步一步被降低，当吃的暂时不能更低，就会从其它方面发力！不断压低底线，获取更大更多的财富！,484942595,3
[微笑]预制菜已经比我想的好很多了。我的想法是将来大家都吃营养棒。现在看至少能吃各种各样的预制菜。给他摆到前台来，一周把自己的菜单预定好。量也别扣扣搜搜小碗菜了。不比每天做省时省力省能源。厨师编程自己的菜技巧。然后复制厨艺机器人给全世界。全世界都能吃到这个厨师的手艺。唯一的缺点就是人越吃嘴越叼。,889270,11
"一份外卖午餐20元，平台抽成+骑手的运费抽走了5元，你用了一个优惠券3元
还剩12元
餐厅老板要叫房租水电人工打包盒塑料袋一次性筷子……
食材的采购和损耗也要成本，平台如果推广一下也要付钱
控不好就要扣掉小一半
乐观的估计，还剩7元
老板每一单假设留1元利润给自己
那么这一份20元的XX盖浇饭午餐的实际成本应该控制在6元以下，在不涨价的情况下，外卖的预制菜就是版本答案
除非我们可以说服老板不要逐利，说服员工放弃工资，说服大厨用爱发电，说服房东减免房租……",30656,1
"矛盾点在于，现在国内的商家正在用预制菜替代现炒菜
人们想多个选择，但商家却将预制菜作为替代现炒菜的敛财优化
错的不是预制菜，是现在的商家
我只能说某些商家的道德底线和基本素质有待提高",6242430,1
"我怎么感觉，自己买的预制菜比外卖好吃[笑哭]购买平台是叮咚（我不是什么托）
打折的时候买，价格也不贵…咖喱鸡肉什么的十来块3包。自己煮个饭、焯两个西兰花、再加热一下扣饭上，摆个盘外卖就要二三十",16132870,48
预制菜的评价取决于多个因素。首先，方便性是其主要优势之一，适用于快节奏的生活。然而，口感和营养价值可能受到影响，相比自制菜品可能较少。重要的是选择高质量、新鲜的预制菜，以确保食物的品质和安全。总体而言，预制菜在时间紧张的情况下提供了便利，但在追求口味和营养的需求上，可能需要在选择时更加谨慎。,3.54659E+15,1
胶囊和注射不比预制菜效率高[doge],5805549,5
不对，视频的立场很微妙，语言里有诡辩的成分，看官们审慎听取,328198479,8
看似讨论预制菜，其实有点深刻。赛博朋克是大部分人类的未来,87704377,5
希望之后饭店用了预制菜，可以明确写出来,2561734,26
在长春吃的肯德基肯定比广州咸 在长沙吃的麦当劳肯定比上海的辣[doge] 还是有点区别的,276315224,53
社会发展到这种程度的意义是什么？让我们没有选择？,67614983,17
预制菜我感觉挺好的，未来实现流水自动化，既保障了卫生，又降低了成本,110848427,27
"想起个法国看电影《美食家》，也是讽刺工业化“预制菜”毁了法国美食[笑哭]
遥遥领先",14293458,4
"人家预制是早上预制，中午就吃了。
谁允许你冷冻一年的？",4069083,9
我以前很期待预制菜这样的东西......但我期待的是我不需要自己切菜刮皮而不是价位没变整个社会的菜全变成僵尸菜啊[热],26578098,3
"预制菜这个概念被泛化，妖魔化了

但是监管缺失后的食品安全危机，信任危机是麻烦的。",14276258,13
说是未来归宿有点夸张了，大家还是会自己做饭的，吧？,35415435,15
话说哪里买预制菜[doge]感觉可以开店了,14504727,18
再忙再累也能抽出最多半个小时做顿饭，干净卫生吃着心里有底..有时候加班到家10点多了，放一个自己提前做好的汤底块，煮个菜煮个面10分钟解决一顿温饱，何必去吃外面一顿不知根不知底的外卖呢？预制或是现炒你根本也不知道，没有任何选择权。仅代表我个人的生活方式了[哈欠],2162120,5
重点不是预制不预制、工业不工业、化学不化学，重点是卫生不卫生、好吃不好吃、有害不有害,3536014,3
如果能保证营养足够 价格不贵 哪怕是预制菜我也乐意  不过难吃还贵我才不要,6789842,20
"大厨一个月工资才几个钱。。不是这个问题
问题是现在快餐正餐化，普通的快餐店装修要接近人均一百多的烤肉店，算上房租装修水电，根本赚不了钱
好吃的苍蝇馆子比中餐快餐店赚钱，就是这个原因
最近几年政府规范预制菜基本没什么戏，等经济好起来再说吧",1593977648,4
中央厨房，连锁店玩了好久的东西了。主要现在这块有过于鱼龙混杂了，料理包pdd都能压倒肉菜三块一份 也太离谱了点。,22487150,7
大家是不是太有偏见，就广东来说，很多地方都预制菜，但味道很不错，例如烧腊，只要不是添加了防腐剂，基本没问题，很多都是打包了，放冰箱，一周食用就好，主要还是好吃,45153788,8
不反对预制菜，但是要健康,260987085,12
预制菜本质就是让我们这些打工人变成流水线上的工具。简单好用容易替换,495914133,5
以后外面就餐就不会有美食了,472554077,13
如果预制菜越来越多，越来越省事，那是不是以后都不需要专门培训厨师了？！那我们各大菜系还能很好的传承吗？,602265,12
还有个原因：愿意学厨师的人大幅减少,288762361,7
一条弹幕说的很在理“预制菜口味已经超过人均烹饪水平了”，如果预制菜能够便宜，那也不是不能接受。,407020007,3
"都在抵制，但是你觉得有用吗？[滑稽]  马云都入局了，慢慢的加入的会更多。这就算不提，之前部队里的野战军粮，有相当一部分都是 预制菜  
你觉得抵制，有用吗？",66836634,5
"我说句实话，还是看看是否规范，用料是否正常，售价是否合理，消费者是否知情。有的预制菜挺好的，比如罗森的肉酱面，蛋 素鸡 拌面 9块多  有时候实在不想弄饭了就直接来一盘，挺好的，性价比比泡面强多了。
但是我要是花了二三十点一个外卖你给我上预制菜那我可就要骂人了。",4241284,0
我是支持工业化生产，支持大规模生产，网购之后自己试试看确实便宜，口味和外卖差不多，价格只有同样外卖的五分之一,473998269,2
榨菜是属于什么卤蛋属于什么 超市卖的那些真空鸭腿啥的也算是预制菜 不喷吗？,17076374,8
我宁愿休息日，把鱼仔煎干了后放进冰箱的冷冻层，需要吃的时候拿出来煮一下就可以吃。不想吃外卖的原因是贵，饭还少，一小块3元的肉，片薄了好十几块的十几块。青菜还不好吃，还不如买个西生菜，过一下3分钟的热开水就可以吃。还有买20元的米可以吃好些天了。,151517356,4
能不能直接买料理包跳过商店这个中间商的差价呢,391062992,7
"我们公司附近有一台机器，每天早上会更新预制菜，然后可以手机下单后蒸汽加热，即可取餐，十分方便。

一开始还无人问津，但是价格控制在15-25，而且经常有活动，现在特别火。

所以严格控制卫生的预制菜，十分有价值",7612574,7
卫生、好吃、营养够就可以，因为广义上火锅、烤串、冒菜、凉拌卤肉、……，感觉都可以算是半预制了,64166310,4
"八宝粥，肯德基当然是预制菜。但是我知道它们是预制菜，而且我只是偶尔吃预制菜。现在的问题是他们想让我天天吃预制菜。预制菜和预制菜也有不同，便利店两天保质期的盒饭我敢吃，有些炒熟的预制菜可以放半年我是不敢吃的，我的胃应该也不想让我吃。我不想做猪仔，坚决反对预制菜日常化。难道有人会天天吃八宝粥。
还有这个视频混淆视听，我们担心的是安全问题，视频却总是回避食用数量和安全标准的问题。还有请大家保持清醒。",4092157,2
猜猜为什么会突然出现“预制菜”这个词把包括净菜、罐头、熏制品、料理包等囊括其中合并成一类呢[吃瓜],6035205,3
没时间自己做就去吃大食堂、盒饭就是了，每个菜一次做一大桶，十多个菜，都是大厨早上上午一大锅一大锅做的，用料理包反而成本更高，还会因为口味差失去顾客。,415456967,0
预制菜本身是没有问题，前提是制作原料，制作过程，运输过程合法合规合卫生安全。料理包和预制菜也不是同一个东西。料理包是提前做好包装，热热就行。预制菜是中央厨房，工厂做出来的餐饮半成品，需要后期处理的（例如肯德基麦当劳的快餐）。还有一般学校食堂一般都是合作餐饮企业的中央厨房制作的，就算自做的也要按照市场监督的要求要挂出公示检测报告和菜品来源（没有的可以打12315进行举报）。不要在网上听风就是雨，以前还有用塑料做大米的谣言，好一点的大米才五六块钱一斤，塑料都要一吨都快万元了还有机器和人工房租，谁给你弄这玩意去,385856977,4
老铁们，听我一句劝。除非你月薪好几万，真的忙到真的没有时间做饭，否则还是尽可能自己做饭。做饭没有你想象的那么费时间，最主要是健康，而且现在买菜也不用跑菜市场，你所谓的娱乐时间为什么不能算上做饭呢？一定要是刷短视频才是娱乐嘛？抛开为了降低成本的料理包外卖，品牌店即使是干净的，也会为了口感等，放很多调料，糖啊，油炸啊都是常见。这种偶尔吃还行，长期吃肯定不行的。  健康四要素，心情，饮食，睡眠，运动，看看你们能保住几样。预制菜的概念是没问题，有问题的从来都是无良商家。等到身体越来越不好了，后悔都晚了，希望你们能提前预防。祝大家身体健康。,54818172,0
作为外卖骑手，我们这边预制菜我也就见过一家，并且干了不到一个月，,1992024948,6
10个厨师为100个人处理食物，10个预制菜工人为10000个人处理食物。这本质上是一种提高劳动生产率，社会进化的过程。,6695365,0
中央食堂只要卫生监管公开，价格定价公开透明，作为快捷视频还是很不错的，甚至可以在一定程度上取代泡面……,4899717,3
说中国古代中餐好，中国古代有多少人能吃饱饭，中国绝大多数人吃饱饭也是新中国成立后，但又一点我相信，预制菜和赛博朋克不是人类的终点，因为人类的食物是变的越来越美味而不是相反，工业化不仅仅要解决食物能量问题，也要解决食物越来越好吃，越来越干净卫生问题,1994269718,2
"UP好像搞混了餐馆预制菜与外卖预制菜。
餐馆是有预制菜的，不是为了节省人力，是为了节省时间。举个例子，我家接20桌婚宴，要正午12点上菜，菜单里有藤椒鱼片这道菜，厨师不可能一道道做，是要清早预先煮熟20份的鱼片，12点的时候炒好热油泼到分盘的鱼片上，上桌温度正好也好吃，这不能叫预制菜。既然是高端中餐厅，肯定讲究一个味道，外面买的预制菜包其实不好吃的，好吃的菜都是现做，有的还是秘方。
餐馆最常见的预制菜是啥，是速冻水饺。",7256520,1
核心是穷，餐厅定不了合理的价格，就得裁员降薪，人少了工序流程就得简化！使用成品，克扣食材打价格战！员工收入低了，出去消费也会挑便宜的买，如此恶性循环！不止餐饮行业，所有行业都是！咱们的思想是有便宜不占王八蛋，便宜实惠还要分量多！劣币驱逐良币！有的人说预制菜可以有，但要标注，但绝对不会标注！标注了，一眼就知道哪些人在裸奔，有多少人在裸奔！评论区大力支持的人，这边建议多吃多买用行动证明，不要口嗨！,384292231,1
"这几天想吃杨梅了、我就去pdd上买了杨梅罐头
6块钱一罐、放在中国、被称为低廉的罐头产品、为什么不吃新鲜的？
如果放在外国、就会被称为现代化高科技让人们在寒冬腊月吃到了数伏酷暑的珍贵水果",57187,0
"预制菜就是料理包
冷知识:预制菜目前只有自定义的行业标准或者团体标准、企业标准，至今没有统一的国家标准和强制标准",262541678,1
"老坛酸菜、把婴儿吃成大头娃娃的毒奶粉。
哪个不是合法合规监管手续齐全后进入商品市场的。",106936767,4
我会在周末多做些半成品冻起来(饺子、肉饼、丸子、馄饨、卤菜之类的)，工作日节省做饭时间。有的选，谁又愿意苟且[笑哭]。,393058179,4
我可以接受预制菜，但是在餐馆，如果点到预制菜，必须明确说明为预制菜,32183942,5
"所以点外卖为什么不直接买料理包呢？[思考]
整个外卖行业都没存在意义了

预制菜好的一面是方便还有标准统一，这道菜不会受到手艺好坏的影响，永远是一个味道

方便这一点是方便消费者的，你商家还图方便，那我们点外卖图什么啊，
有种淘宝买个钥匙圈，本体几块钱邮费几十块的感觉",381878226,1
其实你们早就在吃预制菜了，只不过你们不知道而已，我很久以前准备开一家粥店，专门考察过几家，他们的所有食材都是配送的，比如什么水饺，比如什么蒸菜，都是几天或者多久之前就做好，有保质期，然后配送到各家店铺的，店铺只负责加热就可以上桌。,346376936,0
我也经常吃预制菜，主要是懒，买菜洗菜切菜太麻烦，浪费时间。预制菜简单省事,9990984,3
预制菜要给出预制菜价格，而不是预制菜却给的所谓贵的要死的价格,8910836,4
"是时候返璞归真回归烹饪本位了。
接下来是粤菜再登巅峰的时候[吃瓜]",352431095,4
吃，家里买了一堆，跟新鲜食材换着搞[笑哭],386738960,8
"很简单的三个问题：
人愿不愿意专职给别人做饭？
人愿不愿意每天给自己做饭？
人愿不愿意高价雇佣厨师做饭？",518935788,3
